country,date,confirmed,deaths,recovered,daily_new_cases,daily_new_deaths,daily_new_recovered,cases_7day_avg,deaths_7day_avg,active_cases,case_fatality_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,total_tests,new_tests,new_tests_smoothed,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,icu_patients,hosp_patients,reproduction_rate,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_workplaces,mobility_residential,zscore_daily_new_cases,anomaly_daily_new_cases,zscore_daily_new_deaths,anomaly_daily_new_deaths,zscore_cases_7day_avg,anomaly_cases_7day_avg,is_anomaly,daily_new_cases_smoothed,daily_new_deaths_smoothed,cases_7day_avg_smoothed,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,days_since_outbreak,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_1_deaths,lag_7_deaths,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_change_7,ewm_mean_7,growth_rate,growth_rate_7d,doubling_time,cfr,recovery_rate,rt_estimate,active_ratio,cases_per_million,mobility_retail_lag7,mobility_grocery_lag7,mobility_parks_lag7,mobility_transit_lag7,mobility_workplaces_lag7,mobility_residential_lag7,mobility_composite_lag7
Germany,2021-02-27,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.313215e+06,787929.0,525286.0,761564.0,25679.0,15171558,49995,49995,4597.44,0.1515,0.09,15.0,11.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,529.0,2314.0,0.5,-8.0,-5.0,-1.0,-3.0,-3.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,0.86602545,0.49999997,0.84024805,0.5422022,402,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.008002614,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-9.0,-1.0,-4.0,-3.0,6.0,-4.0
Germany,2021-02-28,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.339042e+06,803425.0,535616.0,761564.0,25827.0,15221519,49961,49961,4612.58,0.1514,0.0278,41.7,16.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,535.0,2383.0,0.6,-2.0,-5.0,-2.0,-8.0,-10.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,0.86602545,0.49999997,0.84945047,0.52766836,403,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0060019605,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-7.0,-5.0,-3.0,-4.0,-10.0,4.0,-7.0
Germany,2021-03-01,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.364986e+06,818991.0,545994.0,761564.0,25944.0,15271726,50207,50207,4627.8,0.1521,0.0551,100.0,3.0,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,519.0,2335.0,0.54,-2.0,-5.0,0.0,-12.0,-5.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,1.0,-4.371139e-08,0.8584015,0.51297843,404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0045014704,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-6.0,-13.0,-7.0,-8.0,3.0,-5.6666665
Germany,2021-03-02,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.391115e+06,834669.0,556446.0,761564.0,26129.0,15321625,49899,49899,4642.92,0.1512,0.1802,4.4,11.8,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,551.0,2359.0,0.58,-6.0,-3.0,0.0,-7.0,-7.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.86709857,0.4981366,405,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0033761028,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-9.0,-1.0,-2.0,-8.0,2.0,-5.0
Germany,2021-03-03,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.417821e+06,850692.0,567128.0,761564.0,26706.0,15371313,49688,49688,4657.97,0.1506,0.0919,10.3,16.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,525.0,2210.0,0.64,-7.0,0.0,5.0,-6.0,-5.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,1.0,-4.371139e-08,0.875539,0.48314747,406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.002532077,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-1.0,-5.0,-4.0,-4.0,2.0,-4.3333335
Germany,2021-03-04,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.444504e+06,866702.0,577801.0,761564.0,26683.0,15421400,50087,50087,4673.15,0.1518,0.0713,10.6,10.5,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,517.0,2256.0,0.5,-9.0,-3.0,-15.0,-2.0,-10.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,1.0,-4.371139e-08,0.88372034,0.46801528,407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0018990578,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-8.0,-5.0,-13.0,-4.0,-9.0,1.0,-7.0
Germany,2021-03-05,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.471304e+06,882782.0,588521.0,761564.0,26800.0,15471076,49676,49676,4688.2,0.1505,0.0838,8.1,16.6,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,481.0,2344.0,0.5,-6.0,-6.0,0.0,-6.0,-8.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.8916402,0.45274472,408,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0014242934,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,1.0,-4.0,-3.0,-5.0,-4.0,2.0,-2.6666667
Germany,2021-03-06,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.498642e+06,899185.0,599456.0,761564.0,27338.0,15520943,49867,49867,4703.32,0.1511,0.1107,6.0,16.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,520.0,2292.0,0.5,-2.0,-1.0,0.0,-6.0,-5.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,1.0,-4.371139e-08,0.89929616,0.43734014,409,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00106822,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-8.0,-5.0,-1.0,-3.0,-3.0,1.0,-4.6666665
Germany,2021-03-07,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.526166e+06,915699.0,610466.0,761564.0,27524.0,15571173,50230,50230,4718.54,0.1522,0.1321,8.2,10.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,490.0,2302.0,0.53,-5.0,-1.0,1.0,-3.0,-7.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,1.0,-4.371139e-08,0.90668607,0.42180607,410,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.000801165,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-5.0,-2.0,-8.0,-10.0,2.0,-6.6666665
Germany,2021-03-08,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.553957e+06,932374.0,621582.0,761564.0,27791.0,15621025,49852,49852,4733.64,0.1511,0.0617,11.7,7.8,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,511.0,2323.0,0.64,-5.0,-2.0,4.0,-3.0,-3.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,1.0,-4.371139e-08,0.91380763,0.40614727,411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0006008738,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-5.0,0.0,-12.0,-5.0,5.0,-6.3333335
Germany,2021-03-09,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.5819e+06,949140.0,632760.0,761564.0,27943.0,15670954,49929,49929,4748.77,0.1513,0.0657,12.6,18.9,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,492.0,2206.0,0.56,-7.0,-2.0,-3.0,-2.0,-3.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.9206588,0.39036816,412,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00045065532,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-6.0,-3.0,0.0,-7.0,-7.0,4.0,-6.6666665
Germany,2021-03-10,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.610121e+06,966072.0,644048.0,761564.0,28221.0,15721274,50320,50320,4764.02,0.1525,0.0584,7.0,16.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,494.0,2339.0,0.67,-3.0,-4.0,6.0,1.0,-4.0,-1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,1.0,-4.371139e-08,0.9272376,0.3744737,413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00033799149,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-7.0,0.0,5.0,-6.0,-5.0,4.0,-6.0
Germany,2021-03-11,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.638638e+06,983182.0,655455.0,761564.0,28517.0,15771090,49816,49816,4779.12,0.151,0.1092,16.7,3.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,448.0,2264.0,0.64,-7.0,-4.0,4.0,-3.0,0.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,1.0,-4.371139e-08,0.9335419,0.35846826,414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002534936,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-9.0,-3.0,-15.0,-2.0,-10.0,5.0,-7.0
Germany,2021-03-12,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.667627e+06,1.000576e+06,667050.0,761564.0,28989.0,15820747,49657,49657,4794.17,0.1505,0.072,14.4,15.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,489.0,2236.0,0.63,-1.0,-9.0,0.0,-2.0,-6.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.93957,0.34235686,415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00019012022,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-6.0,-6.0,0.0,-6.0,-8.0,5.0,-6.6666665
Germany,2021-03-13,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.696932e+06,1.018159e+06,678772.0,761564.0,29305.0,15870639,49892,49892,4809.28,0.1512,0.1084,8.1,7.2,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,456.0,2186.0,0.58,-2.0,-5.0,-1.0,-4.0,-2.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,1.0,-4.371139e-08,0.94532,0.3261442,416,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00014259016,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-1.0,0.0,-6.0,-5.0,2.0,-4.3333335
Germany,2021-03-14,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.726205e+06,1.035723e+06,690482.0,761564.0,29273.0,15920603,49964,49964,4824.43,0.1514,0.1389,13.6,14.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,496.0,2225.0,0.5,0.0,-11.0,0.0,-1.0,-6.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,1.0,-4.371139e-08,0.9507904,0.30983487,417,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00010694262,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-1.0,1.0,-3.0,-7.0,4.0,-5.0
Germany,2021-03-15,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.75547e+06,1.053282e+06,702188.0,761564.0,29265.0,15970473,49870,49870,4839.54,0.1511,0.1654,9.6,13.6,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,489.0,2197.0,0.51,-3.0,-5.0,4.0,-6.0,-6.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,1.0,-4.371139e-08,0.95597935,0.29343396,418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.020696e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-2.0,4.0,-3.0,-3.0,4.0,-3.6666667
Germany,2021-03-16,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.7851e+06,1.07106e+06,714040.0,761564.0,29630.0,16020617,50144,50144,4854.73,0.152,0.0648,10.4,12.9,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,459.0,2070.0,0.69,-6.0,-3.0,0.0,-4.0,-5.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.96088547,0.27694613,419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0155224e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-7.0,-2.0,-3.0,-2.0,-3.0,4.0,-4.0
Germany,2021-03-17,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.814874e+06,1.088924e+06,725949.0,761564.0,29774.0,16070676,50059,50059,4869.9,0.1517,0.1248,5.2,7.6,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,516.0,2148.0,0.64,-5.0,-4.0,0.0,0.0,-7.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,1.0,-4.371139e-08,0.96550715,0.26037645,420,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.511642e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-3.0,-4.0,6.0,1.0,-4.0,-1.0,-2.0
Germany,2021-03-18,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.844812e+06,1.106887e+06,737924.0,761564.0,29938.0,16120641,49965,49965,4885.04,0.1514,0.1166,20.3,16.4,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,460.0,2198.0,0.64,-4.0,1.0,-3.0,-7.0,-4.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,1.0,-4.371139e-08,0.9698432,0.24372973,421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.3837314e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-7.0,-4.0,4.0,-3.0,0.0,3.0,-3.3333333
Germany,2021-03-19,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.874892e+06,1.124935e+06,749956.0,761564.0,30080.0,16170390,49749,49749,4900.12,0.1508,0.0551,7.3,24.8,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,462.0,2216.0,0.5,-3.0,-3.0,-5.0,-2.0,-1.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.9738923,0.22701076,422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.5377985e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-1.0,-9.0,0.0,-2.0,-6.0,1.0,-3.0
Germany,2021-03-20,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.905814e+06,1.143488e+06,762325.0,761564.0,30922.0,16220723,50333,50333,4915.37,0.1525,0.0873,22.9,9.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,436.0,2130.0,0.54,0.0,2.0,-1.0,-3.0,-8.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,1.0,-4.371139e-08,0.9776531,0.21022473,423,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.9033489e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-5.0,-1.0,-4.0,-2.0,5.0,-2.6666667
Germany,2021-03-21,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.936793e+06,1.162075e+06,774717.0,761564.0,30979.0,16270959,50236,50236,4930.59,0.1522,0.2118,23.3,4.8,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,469.0,2135.0,0.56,-2.0,-1.0,0.0,-5.0,-6.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,1.0,-4.371139e-08,0.98112464,0.19337638,424,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4275117e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,0.0,-11.0,0.0,-1.0,-6.0,3.0,-2.3333333
Germany,2021-03-22,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.967891e+06,1.180734e+06,787156.0,761564.0,31098.0,16321141,50182,50182,4945.8,0.1521,0.1949,17.2,18.6,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,430.0,2102.0,0.58,-6.0,-8.0,2.0,-1.0,-2.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,1.0,-4.371139e-08,0.98430586,0.17647092,425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0706338e-05,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-3.0,-5.0,4.0,-6.0,-6.0,2.0,-5.0
Germany,2021-03-23,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,1.99939e+06,1.199634e+06,799756.0,761564.0,31499.0,16370938,49797,49797,4960.89,0.1509,0.288,5.0,7.9,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,443.0,2050.0,0.71,-5.0,2.0,5.0,-2.0,-3.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.9871958,0.15951325,426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.029753e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-6.0,-3.0,0.0,-4.0,-5.0,1.0,-5.0
Germany,2021-03-24,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.03124e+06,1.218744e+06,812496.0,761564.0,31850.0,16421215,50277,50277,4976.13,0.1524,0.0232,6.1,8.9,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,439.0,2076.0,0.57,-3.0,0.0,-3.0,-3.0,-7.0,5.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,1.0,-4.371139e-08,0.9897936,0.14250825,427,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0223147e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,-4.0,0.0,0.0,-7.0,1.0,-4.0
Germany,2021-03-25,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.063193e+06,1.237915e+06,825277.0,761564.0,31953.0,16471319,50104,50104,4991.31,0.1518,0.057,17.8,7.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,426.0,2068.0,0.66,2.0,-4.0,11.0,-4.0,-5.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,1.0,-4.371139e-08,0.99209857,0.12546109,428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.516736e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-4.0,1.0,-3.0,-7.0,-4.0,2.0,-5.0
Germany,2021-03-26,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.09545e+06,1.25727e+06,838180.0,761564.0,32257.0,16521060,49741,49741,5006.38,0.1507,0.0241,13.8,10.5,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,414.0,2020.0,0.54,0.0,-8.0,9.0,-3.0,-7.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.99410987,0.10837703,429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.3875522e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-3.0,-3.0,-5.0,-2.0,-1.0,4.0,-2.0
Germany,2021-03-27,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.127958e+06,1.276774e+06,851183.0,761564.0,32508.0,16571176,50116,50116,5021.57,0.1519,0.1191,8.3,4.5,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,456.0,2079.0,0.79,-5.0,-4.0,7.0,-5.0,-7.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,1.0,-4.371139e-08,0.995827,0.09126067,430,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.5406641e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,0.0,2.0,-1.0,-3.0,-8.0,5.0,-3.6666667
Germany,2021-03-28,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.160868e+06,1.29652e+06,864347.0,761564.0,32910.0,16621295,50119,50119,5036.76,0.1519,0.2488,10.3,16.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,436.0,2031.0,0.64,2.0,-3.0,4.0,1.0,-2.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,1.0,-4.371139e-08,0.99724954,0.0741173,431,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.905498e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-2.0,-1.0,0.0,-5.0,-6.0,1.0,-4.3333335
Germany,2021-03-29,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.193815e+06,1.316289e+06,877526.0,761564.0,32947.0,16671418,50123,50123,5051.94,0.1519,0.104,17.2,7.0,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,445.0,2109.0,0.64,3.0,-1.0,6.0,-5.0,-10.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,1.0,-4.371139e-08,0.9983769,0.056952115,432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4291236e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-6.0,-8.0,2.0,-1.0,-2.0,4.0,-3.0
Germany,2021-03-30,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.227195e+06,1.336317e+06,890878.0,761564.0,33380.0,16721174,49756,49756,5067.02,0.1508,0.112,62.8,12.7,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,421.0,2052.0,0.55,2.0,-1.0,2.0,-4.0,-6.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.99920887,0.03977008,433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0718427e-06,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-5.0,2.0,5.0,-2.0,-3.0,0.0,-3.3333333
Germany,2021-03-31,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.26091e+06,1.356546e+06,904364.0,761564.0,33715.0,16771370,50196,50196,5082.23,0.1521,0.0185,3.3,21.3,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,447.0,2010.0,0.58,0.0,5.0,-1.0,-2.0,-5.0,4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,1.0,-4.371139e-08,0.99974513,0.022576159,434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.03882e-07,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,-3.0,0.0,-3.0,-3.0,-7.0,5.0,-4.3333335
Germany,2021-04-01,11896715,132787,11142673,0.0,0.0,0.0,0.0,0.0,621255,0.011161652,2.294527e+06,1.376716e+06,917810.0,761564.0,33617.0,16820981,49611,49611,5097.27,0.1503,0.127,23.8,2.2,240,45.7,21.5,52559,8.0,81.3,0.947,83783942,439.0,1998.0,0.7,-3.0,-9.0,6.0,-7.0,-1.0,-4.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,0.8660254,-0.50000006,0.9999856,0.005375673,435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.029115e-07,0.0,0.0,365.0,0.011161652,0.9366176,0.0,0.052220717,0.0,2.0,-4.0,11.0,-4.0,-5.0,1.0,-2.3333333
